"ticket_no","name","ticket_title","description_plain","comments","solution"
T024927,NetXsControl Ent.,hanging issue,hanging issue,"As no update, we are closing this ticket.","As no update, we are closing this ticket."
T024928,iApp,Bio Metric Machine - Chennai Office,Bio Metric Machine - Chennai Office employee punch issue,Forward to the L2,As per checked with Chennai location hr  They punch on device successfully 
T024928,iApp,Bio Metric Machine - Chennai Office,Bio Metric Machine - Chennai Office employee punch issue,As per checked with Chennai location hr  They punch on device successfully ,As per checked with Chennai location hr  They punch on device successfully 
T024929,,Regarding Spectra Query Discussion,"Dear Spectra Team, Good evening, We are needed to assist below mentioned point Attendance data do not push ( Employee ID – CHET0041)In monthly muster WO/PH Column need to separateIn Contractor Batch (Name of Contractor) add.One Employee Leave Opening Balance not Add.( 467929 - SUDHANSHU GOYAL)Workmen Batched change. (Contractor to Apprentice)In sanction application (Card forgot Application does not mark to manager for approval)","As confirmed in Sheet and with Dharmendra sir (Rahul was not available), the client is not under AMC. Email has been sent to client for AMC.",Email has been sent to client for AMC. Closed.
T024929,,Regarding Spectra Query Discussion,"Dear Spectra Team, Good evening, We are needed to assist below mentioned point Attendance data do not push ( Employee ID – CHET0041)In monthly muster WO/PH Column need to separateIn Contractor Batch (Name of Contractor) add.One Employee Leave Opening Balance not Add.( 467929 - SUDHANSHU GOYAL)Workmen Batched change. (Contractor to Apprentice)In sanction application (Card forgot Application does not mark to manager for approval)","As confirmed in Sheet and with Dharmendra sir (Rahul was not available), the client is not under AMC. Email has been sent to client for AMC.",Email has been sent to client for AMC. Closed.
T024929,,Regarding Spectra Query Discussion,"Dear Spectra Team, Good evening, We are needed to assist below mentioned point Attendance data do not push ( Employee ID – CHET0041)In monthly muster WO/PH Column need to separateIn Contractor Batch (Name of Contractor) add.One Employee Leave Opening Balance not Add.( 467929 - SUDHANSHU GOYAL)Workmen Batched change. (Contractor to Apprentice)In sanction application (Card forgot Application does not mark to manager for approval)",Email has been sent to client for AMC. Closed.,Email has been sent to client for AMC. Closed.
T024930,iApp,upgradation,upgradation,Scheduled remote at 03:00.,As no further issue reported after version upgradation we close the ticket.
T024930,iApp,upgradation,upgradation,Scheduled remote at 03:00.,As no further issue reported after version upgradation we close the ticket.
T024930,iApp,upgradation,upgradation,"Am waiting for meeting ID from client end.  They are not providing in still.

We will update you shortly. ",As no further issue reported after version upgradation we close the ticket.
T024930,iApp,upgradation,upgradation,We upgrade the version and iapp working fine. They are put it under observation and inform us if any issue.,As no further issue reported after version upgradation we close the ticket.
T024930,iApp,upgradation,upgradation,Under observation,As no further issue reported after version upgradation we close the ticket.
T024930,iApp,upgradation,upgradation,As no further issue reported after version upgradation we close the ticket.,As no further issue reported after version upgradation we close the ticket.
T024931,iApp,READER is not working properly,"During the attendance taking, READER recognizes the person in the morning and same person is not recognized in the evening.","As per the remote session, we have implemented some security measures and advised the client to verify with a face punch. The client has put this under observation, and once they have checked, we will reconnect on Monday for further investigation.",Since there has been no discrepancy reported we are closing the ticket. 
T024931,iApp,READER is not working properly,"During the attendance taking, READER recognizes the person in the morning and same person is not recognized in the evening.",Under observation,Since there has been no discrepancy reported we are closing the ticket. 
T024931,iApp,READER is not working properly,"During the attendance taking, READER recognizes the person in the morning and same person is not recognized in the evening.",Since there has been no discrepancy reported we are closing the ticket. ,Since there has been no discrepancy reported we are closing the ticket. 
T024932,iApp,Security moniter not open,Security moniter excec not open.,"The Security Monitor Exec was not opening, so we connected remotely, replaced the file, and checked the connection. The reported issue has now been resolved.","The Security Monitor Exec was not opening, so we connected remotely, replaced the file, and checked the connection. The reported issue has now been resolved."
